00:14:08.565368,0.0,12.3
00:14:09.066816,3.0,12.3
00:14:09.568391,0.0,12.3
00:14:10.069613,0.5,12.3
00:14:10.571254,2.5,12.0
00:14:11.072671,0.5,12.0
00:14:11.574112,0.0,12.0
00:14:12.075423,0.0,12.0
00:14:12.576745,0.0,12.0
00:14:13.078083,0.0,12.0
00:14:13.579504,0.5,12.0
00:14:14.080705,0.0,12.0
00:14:14.582176,0.0,12.0
00:14:15.083379,0.0,12.0
00:14:15.584625,0.5,12.0
00:14:16.086138,1.0,12.0
00:14:16.587447,1.5,12.0
00:14:17.088778,0.5,11.7
00:14:17.589971,0.0,11.7
00:14:18.091424,2.0,11.7
00:14:18.592803,1.0,11.7
00:14:19.093978,0.0,11.7
00:14:19.595077,0.0,11.7
00:14:20.096481,0.0,11.7
00:14:20.597547,0.0,11.7
00:14:21.098650,0.0,11.7
00:14:21.599894,17.2,12.1
00:14:22.101102,37.8,12.4
00:14:22.602335,45.5,13.0
00:14:23.103531,58.0,13.5
00:14:23.604772,58.4,13.9
00:14:24.105905,66.8,14.4
00:14:24.607144,53.0,15.2
00:14:25.108394,46.0,15.1
00:14:25.609780,11.4,15.2
00:14:26.111281,0.0,15.2
00:14:26.612938,1.0,15.1
00:14:27.114417,1.0,15.1
00:14:27.615885,0.0,15.1
00:14:28.117593,0.5,15.1
00:14:28.619056,28.6,15.9
00:14:29.120534,35.2,16.4
00:14:29.621907,0.0,16.4
00:14:30.123279,0.5,16.4
00:14:30.625476,0.0,16.4
00:14:31.126839,1.0,16.4
00:14:31.630405,4.5,16.8
00:14:32.132250,0.0,16.5
00:14:32.633813,6.0,16.6
00:14:33.135178,40.8,17.4
00:14:33.636595,46.5,17.8
00:14:34.138329,45.3,18.5
00:14:34.640353,57.1,19.0
00:14:35.141679,62.7,19.4
00:14:35.643007,69.8,19.8
00:14:36.144258,79.1,20.5
00:14:36.645490,76.4,20.6
00:14:37.146690,72.2,20.9
00:14:37.648036,63.9,21.4
00:14:38.149359,62.8,21.9
00:14:38.650641,57.3,22.2
00:14:39.151856,72.0,23.6
00:14:39.653221,82.4,23.8
00:14:40.154446,54.2,24.0
00:14:40.655664,42.8,24.2
00:14:41.156875,40.3,24.5
00:14:41.657798,63.5,24.7
00:14:42.159317,67.3,25.4
00:14:42.660979,22.6,25.8
00:14:43.161790,23.6,26.7
00:14:43.663222,22.7,26.7
00:14:44.164846,30.7,26.7
00:14:44.666246,31.3,26.7
00:14:45.167499,31.8,26.8
00:14:45.669016,5.0,26.9
00:14:46.170635,10.0,26.9
00:14:46.672073,50.8,27.1
00:14:47.174288,27.6,27.1
00:14:47.675971,27.6,27.1
00:14:48.177512,29.3,27.1
00:14:48.680488,66.7,27.5
00:14:49.182207,31.4,27.5
00:14:49.683598,6.0,27.5
00:14:50.184992,9.0,27.5
00:14:50.686290,61.9,28.0
00:14:51.187522,69.2,28.2
00:14:51.688821,23.0,28.3
00:14:52.190480,5.6,28.4
00:14:52.691893,1.0,28.4
00:14:53.193283,50.7,28.5
00:14:53.694723,51.3,28.5
00:14:54.195975,49.0,28.6
00:14:54.697412,61.0,28.7
00:14:55.198888,53.5,28.8
00:14:55.700319,60.3,29.0
00:14:56.202175,73.7,29.1
00:14:56.704515,74.6,29.2
00:14:57.205786,47.3,29.3
00:14:57.707588,29.8,29.3
00:14:58.208975,14.1,29.3
00:14:58.711085,22.0,29.1
00:14:59.212569,14.2,29.1
00:14:59.714114,14.6,29.2
00:15:00.215510,10.9,29.5
00:15:00.717117,19.7,29.6
00:15:01.218727,24.4,29.7
00:15:01.720413,14.8,29.7
00:15:02.221846,24.7,29.8
00:15:02.723403,18.7,29.8
00:15:03.224782,15.5,29.5
00:15:03.726325,4.0,29.5
00:15:04.227711,21.2,29.5
00:15:04.729300,7.5,29.5
00:15:05.230848,11.8,29.5
00:15:05.732505,17.9,29.5
00:15:06.234012,12.0,29.5
00:15:06.735526,2.0,29.5
00:15:07.237037,21.3,29.5
00:15:07.738651,1.5,29.5
00:15:08.239977,16.8,29.5
00:15:08.741622,20.9,29.5
00:15:09.242905,18.8,29.5
00:15:09.744337,6.9,29.5
00:15:10.246194,20.5,29.5
00:15:10.747732,20.0,29.5
00:15:11.249093,20.1,29.5
00:15:11.751901,40.1,17.2
00:15:12.253606,1.0,17.2
